-23.9,-9.65,0.0;-20.5,-10.75,0.0
-23.9,-9.65,0.0;-19.0,-10.75,0.0
-23.9,-9.65,0.0;-20.5,-10.75,0.0
-23.9,-9.65,0.0;-22.0,-10.75,0.0
-23.9,-9.65,0.0;-20.5,-10.75,0.0
-23.0,-10.55,0.0;-20.5,-10.75,0.0
-23.0,-10.55,0.0;-22.0,-10.75,0.0
-23.0,-10.55,0.0;-20.5,-10.75,0.0
-23.0,-10.55,0.0;-22.0,-10.75,0.0
-23.0,-10.55,0.0;-20.5,-10.75,0.0
-19.65,-10.7,0.0;-17.5,-10.75,0.0
-19.65,-10.7,0.0;-20.5,-10.75,0.0
-19.65,-10.7,0.0;-16.0,-10.75,0.0
-19.65,-10.7,0.0;-22.0,-10.75,0.0
-19.65,-10.7,0.0;-17.5,-10.75,0.0
-17.35,-11.2,0.0;-11.5,-10.75,0.0
-17.35,-11.2,0.0;-14.5,-10.75,0.0
-17.35,-11.2,0.0;-14.5,-10.75,0.0
-17.35,-11.2,0.0;-17.5,-10.75,0.0
-17.35,-11.2,0.0;-16.0,-10.75,0.0
-15.5,-9.6,0.0;-13.0,-10.75,0.0
-15.5,-9.6,0.0;-19.0,-10.75,0.0
-15.5,-9.6,0.0;-19.0,-10.75,0.0
-15.5,-9.6,0.0;-17.5,-10.75,0.0
-15.5,-9.6,0.0;-14.5,-10.75,0.0
-12.9,-10.5,0.0;-13.0,-10.75,0.0
-12.9,-10.5,0.0;-14.5,-10.75,0.0
-12.9,-10.5,0.0;-16.0,-10.75,0.0
-12.9,-10.5,0.0;-14.5,-10.75,0.0
-12.9,-10.5,0.0;-13.0,-10.75,0.0
-10.55,-9.9,0.0;-16.0,-10.75,0.0
-10.55,-9.9,0.0;-11.5,-10.75,0.0
-10.55,-9.9,0.0;-11.5,-10.75,0.0
-10.55,-9.9,0.0;-19.0,-10.75,0.0
-10.55,-9.9,0.0;-14.5,-10.75,0.0
-9.2,-10.75,0.0;-13.0,-10.75,0.0
-9.2,-10.75,0.0;-13.0,-10.75,0.0
-9.2,-10.75,0.0;-11.5,-10.75,0.0
-9.2,-10.75,0.0;-13.0,-10.75,0.0
-9.2,-10.75,0.0;-13.0,-10.75,0.0
-6.35,-10.2,0.0;-13.0,-10.75,0.0
-6.35,-10.2,0.0;-11.5,-10.75,0.0
-6.35,-10.2,0.0;-11.5,-10.75,0.0
-6.35,-10.2,0.0;-11.5,-10.75,0.0
-6.35,-10.2,0.0;-11.5,-10.75,0.0
-4.1,-9.9,0.0;-4.0,-9.25,0.0
-4.1,-9.9,0.0;-11.5,-10.75,0.0
-4.1,-9.9,0.0;-14.5,-10.75,0.0
-4.1,-9.9,0.0;-4.0,-9.25,0.0
-4.1,-9.9,0.0;-5.5,-9.25,0.0
-2.05,-11.1,0.0;-11.5,-10.75,0.0
-2.05,-11.1,0.0;-14.5,-9.25,0.0
-2.05,-11.1,0.0;-11.5,-10.75,0.0
-2.05,-11.1,0.0;-11.5,-10.75,0.0
-2.05,-11.1,0.0;-10.0,-10.75,0.0
-0.95,-9.95,0.0;-7.0,-10.75,0.0
-0.95,-9.95,0.0;-13.0,-10.75,0.0
-0.95,-9.95,0.0;-14.5,-10.75,0.0
-0.95,-9.95,0.0;-11.5,-10.75,0.0
-0.95,-9.95,0.0;-8.5,-10.75,0.0
